Source_Ja	Target_En	Translation_En_Ours	Human_Score_A	Human_Score_B	
そうですね、オフィス移転の場合は観葉植物が多いでしょうか？	For a move, how about a decorative indoor plant?	Yes, in the case of move to the office, there is a lot of you?			
グリーンレンタルの業者を利用している会社も多いですけど、喜ばれますよ。	There are many firms who rent potted plants for their offices, but most still seem very happy to receive something like that as a gift.	There are a lot of companies that use green rental technology, but they are pleased.			
特に、会議室や応接室が沢山あるオフィスだとインテリアとして重宝されますよ。	Especially if they have many conference and meeting rooms, they are perfect as decorations.	Especially if you have a lot of meeting room and reception room, it will be valuable as an interior.			
それに、観葉植物だと長期間置いてもらえますからね。	They also last for a long time.	You can leave it for a long time if it is a thirtietha.			
あと、贈り主の名前が入った立て札を付けたままにしてあると、当社の名前がその会社に訪れた方の目につきますしね。	We can also add a plaque with our company name with the gift which will show their visiting clients our relationship.	And if we have a name of the gift list, we will see the person who has been to the company.			
なるほどね。	I see.	I see.			
種類でいうと、パキラやユッカ、ベンジャミンなんかが多いですかね。	We usually choose pachira, yucca and ficus benjamina...	So there are a lot of things like later, Pa everything you know, Pa everything, yesterdaycca, Benja minutes?			
予算は１万５千円から２万円くらいでしょうか。	Our budget is usually somewhere between 15,000 and 20,000 yen.	Is the budget about $15,000?			
種類を言われても想像できないけど、うちのエントランスにあるような植物って感じ？	I'm not familiar with those plants but are they like the ones in our entrance lobby?	I can’t imagine the type, but do you feel like a plant in our moving moving moving moving moving to your home			
そうですね、無難な感じです。	Yes, something pretty ordinary.	Yes, it is hard.			
じゃあ、予算は１万５千円で、種類は任せるよ。	You can choose which kind and let's spend 15,000 yen.	Then the budget will be $15,000 and will be shipping out of the total.			
ちょっと大きい鉢植えを１つ贈っておいてくれる？	Let's also choose a big planter for it.	Can you give me one of the biggest gardens?			
了解しました。	OK, I will do that.	I understood.			
立て札に記入する名前はどうしましょう？	What name should I ask to put on the plaque?	What about the name fill in the list?			
